,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,artist
12908,,93099.25,,,,,,,,,EDGAR ALWYN PAYNE 1882-1947
12909,,46177.240000000005,,,,,,,,,HARRY JACKSON B. 1924
12910,,0.0,,,,,,,,,CHARLES H. HUMPHRISS 1867-1934
12911,,44687.64,,,,,,,,,CLARK HULINGS B.1922
12912,,689381.39,,,,,,,,,LEE U-FAN
12913,,29791.76,,,,,,,,,JR
12914,,0.0,,,,,,,,,FELIX GONZÁLEZ-TORRES
12915,134179.99,81629.43,,,,,,,,,QI ZHILONG
12916,,0.0,,,,,,,,,JEPPE HEIN
12917,,0.0,,,,,,,,,NICK WALKER
12918,66793.14,23833.41,,,,,,,,,SANTE D'ORAZIO
12919,,11171.91,,,,,,,,,LI LUMING
12920,86682.65,16385.47,,,,,,,,,WANG YIGANG
12921,,88779.45,,,,,,,,,WANG DU
12922,317044.77,19364.65,,,,,,,,,ZHU WEI
12923,0.0,0.0,,,,,,,,,PETER HOWSON
12924,,55859.56,,,,,,,,,VICTOR PIERRE HUGUET
12925,,0.0,,,,,,,,,JOHN ALEXANDER HARINGTON BIRD
12926,,0.0,,,,,,,,,DOMINIQUE ALONZO
12927,48981.63,48411.61,,,,,,,,,ÉMILE PICAULT
12928,44528.76,117379.55,,,,,,,,,LÉON-FRANÇOIS COMERRE
12929,,59583.53,,,,,,,,,CHARLES ERNEST BUTLER
12930,,889582.04,,,,,,,,,JOHN WILLIAM WATERHOUSE
12931,,0.0,,,,,,,,,RAYMOND GERMAIN
12932,,44687.64,,,,,,,,,F. SAUL
12933,,0.0,,,,,,,,,ALESSANDRO MASSARENTI
12934,,29791.76,,,,,,,,,JOHANN HAMZA
12935,,48411.61,,,,,,,,,LÉON JOSEPH VOIRIN
12936,,0.0,,,,,,,,,FILIPPO PALIZZI
12937,,0.0,,,,,,,,,THOMAS SIDNEY COOPER
12938,,59583.53,,,,,,,,,LOUIS BOSWORTH HURT
12939,0.0,48411.61,,,,,,,,,GEORGES-ANTOINE ROCHEGROSSE
12940,,0.0,,,,,,,,,WILLIAM CHRISTIAN SYMONS
12941,,0.0,,,,,,,,,WILLIAM STUART MACGEORGE
12942,17811.5,14895.88,,,,,,,,,CHRISTIAN-ALETH BJORN
12943,,0.0,,,,,,,,,JOSÉ NAVARRO LLORÉNS
12944,,37239.7,,,,,,,,,FILIPPO BARTOLINI
12945,,0.0,,,,,,,,,CARL CHRISTIAN ANDERSEN
12946,,0.0,,,,,,,,,ALPHONSE MARIE DE NEUVILLE
12947,,13406.29,,,,,,,,,ANTONIO SALVADOR CASANOVA Y ESTORACH
12948,,95929.48,,,,,,,,,STUDIO OF GEORG CHRISTOPH GROOTH
12949,,29791.76,,,,,,,,,STUDIO OF ANTON ALBERTRANDI
12950,,0.0,,,,,,,,,VINCENT G. STIEPEVICH
12951,,29791.76,,,,,,,,,VICTOR KARLOVICH SHTEMBERG
12952,,0.0,,,,,,,,,#NAME?
12953,0.0,0.0,,,,,,,,,MSTISLAV VALERIANOVICH DOBUZHINSKY
12954,2316682.8999999994,180538.08000000002,,,,,,,,,BORIS ISRAILOVICH ANISFELD
12955,273109.72,117379.55,,,,,,,,,ANDREI MIKHAILOVICH LANSKOY
12956,,63307.5,,,,,,,,,SCHOOL OF PAVEL FILONOV
12957,,260380.01,,,,,,,,,ALEXANDER VOLKOV
12958,58184.25,88779.45,,,,,,,,,VERA ROCKLINE
12959,,987299.02,,,,,,,,,SVIATOSLAV ROERICH
12960,58184.25,608198.84,,,,,,,,,PAVEL TCHELITCHEV
12961,0.0,67031.47,,,,,,,,,NICOLAS TARKHOFF
12962,,88779.45,,,,,,,,,ALEXANDER MIKHAILOVICH GERASIMOV
12963,458349.36,120954.56,,,,,,,,,VLADIMIR WEISBERG
12964,93807.25,152086.95,,,,,,,,,EDUARD STEINBERG
12965,115181.06,55859.56,,,,,,,,,DMITRI KRASNOPEVTSEV
12966,20780.09,52135.58,,,,,,,,,DMITRI PLAVINSKY
12967,486847.76,0.0,,,,,,,,,KOMAR AND MELAMID
12968,309920.16,41708.47,,,,,,,,,LEONID PURYGIN
12969,58184.25,22343.82,,,,,,,,,YEFIM LADYZHENSKY
12970,,0.0,,,,,,,,,VAGRICH BAKHCHANYAN
12971,,0.0,,,,,,,,,ALEXANDER YULIKOV
12972,93807.25,0.0,,,,,,,,,LEONID SOKOV
12973,86682.65,0.0,,,,,,,,,ALEXANDER KOSOLAPOV
12974,,14895.88,,,,,,,,,MIKHAIL MAGARIL
12975,0.0,0.0,,,,,,,,,ARSEN SAVADOV
12976,,5958.35,,,,,,,,,E. BATTIGLIA
12977,,29791.76,,,,,,,,,ATTRIBUTED TO PIETRO FRANCHI
12978,,4468.76,,,,,,,,,PIERRE-LOUIS DETRIER
12979,,7076.14,,,,,,,,,JULES-EDMOND MASSON
12980,,0.0,,,,,,,,,CLÉMENT MASSIER
12981,,7447.94,,,,,,,,,BERNHARD BLOCH'S EDITION
12982,9499.47,8937.53,,,,,,,,,R. MARQUET
12983,0.0,0.0,,,,,,,,,"CHINESE SCHOOL QING DYNASTY, CIRCA 1800 THE TRIBUTE PROCESSION AND THE..."
12984,,26812.579999999998,,,,,,,,,EDWARD WESTON (1886 - 1958)/COLE WESTON (1919 - 2003)
12985,,13406.29,,,,,,,,,WALTER FREDERICK SEELY
12986,,7447.94,,,,,,,,,"TINA MODOTTI (1896-1942), OR POSSIBLY EDWARD WESTON (1886-1958)"
12987,,0.0,,,,,,,,,GEORGE C. COX
12988,,3723.97,,,,,,,,,"OTTO DOBROWOLNY, ADOLF FRITZ, AND OTHERS"
12989,,9682.32,,,,,,,,,MARION POST WOLCOTT
12990,,26812.59,,,,,,,,,JAMES VAN DERZEE
12991,,0.0,,,,,,,,,AUGUSTE SALZMANN
12992,,4468.76,,,,,,,,,COUNT OLYMPE AGUADO
12993,,0.0,,,,,,,,,HENRY DIXON
12994,,4468.76,,,,,,,,,MARILYN BRIDGES
12995,,0.0,,,,,,,,,SALLY GALL
12996,,20854.23,,,,,,,,,AN ILLUSTRATION FROM THE BHAGAVATA PURANA: KRISHNA BREAKS THE MIGHTY...
12997,,19364.65,,,,,,,,,SIR CHARLES D'OYLY (1781-1845)
12998,,7447.94,,,,,,,,,HORACE VAN RUITH (1839-1923)
12999,,0.0,,,,,,,,,BIREN DE (B.1926)
13000,,48411.61,,,,,,,,,TYEB MEHTA (B.1925)
13001,39333.74,11916.71,,,,,,,,,KRISHNAJI HOWLAJI ARA (1914-1985)
13002,,11916.71,,,,,,,,,T.V. SANTHOSH (B. 1968)
13003,,0.0,,,,,,,,,SOHAN JAKHAR (B. 1978)
13004,,0.0,,,,,,,,,KARAN KHANNA (B. 1956)
13005,,6703.15,,,,,,,,,RAVI AGARWAL (B. 1958)
13006,,0.0,,,,,,,,,LEENA KEJRIWAL (B. 1979)
13007,,0.0,,,,,,,,,NS HARSHA (B. 1969)
13008,,7447.94,,,,,,,,,ZEESHAN MUHAMMAD (B. 1980)
13009,,0.0,,,,,,,,,WASEEM AHMED (B. 1976)
13010,,0.0,,,,,,,,,ATTIYA SHAUKAT (B. 1980)
13011,,0.0,,,,,,,,,WEN ZHENGMING (1470-1559)
13012,,446280.61,,,,,,,,,HUA XUAN (CIRCA 1736)
13013,,0.0,,,,,,,,,ATTRIBUTED TO WANG YUN
13014,,7447.94,,,,,,,,,LI LUN ? - 1785
13015,,12661.5,,,,,,,,,ANONYMOUS (EARLY 18TH CENTURY)
13016,,20854.23,,,,,,,,,ZHANG SHUQI 1899-1956
13017,,0.0,,,,,,,,,STYLE OF LU ZHI 18TH CENTURY
13018,,23833.41,,,,,,,,,GILBERTO ZORIO
13019,,6703.15,,,,,,,,,SERGIO VACCHI
13020,,0.0,,,,,,,,,STEPHEN EDLICH
13021,,8937.53,,,,,,,,,NATALIA DUMITRESCO 1915-1997
13022,,4766.68,,,,,,,,,PAUL KALLOS
13023,,0.0,,,,,,,,,ALVIN LOVING
13024,0.0,5958.35,,,,,,,,,ALAN REYNOLDS
13025,,16385.47,,,,,,,,,NICOLAS SCHOEFFER
13026,,7447.94,,,,,,,,,LORSER FEITELSON
13027,,4468.76,,,,,,,,,PIERO GOLIA
13028,,0.0,,,,,,,,,JULIEN FRIEDLER
13029,72730.31,14895.88,,,,,,,,,SALVO
13030,,6703.15,,,,,,,,,MELANIE BAKER
13031,3340.25,5958.35,,,,,,,,,SUZANNE MCCLELLAND
13032,,8937.53,,,,,,,,,JENNY SCOBEL
13033,,0.0,,,,,,,,,SULING WANG
13034,,74479.41,,,,,,,,,NAMHONG
13035,,0.0,,,,,,,,,AI YAMAGUCHI
13036,,4468.76,,,,,,,,,KIM KANG-YONG
13037,,0.0,,,,,,,,,MARCOS GRIGORIAN
13038,,22343.82,,,,,,,,,IDA KOHLMEYER
13039,40372.74,20854.23,,,,,,,,,JOHN ALEXANDER
13040,46755.19,50645.99,,,,,,,,,WILLIAM AIKEN WALKER 1839-1921
13041,,0.0,,,,,,,,,GEORGE FORSTER 1817-1896
13042,85198.36,17875.06,,,,,,,,,ALFRED THOMPSON BRICHER 1837-1908
13043,,7447.94,,,,,,,,,FRANKLIN D. BRISCOE 1844 - 1903
13044,20780.09,71501.42,,,,,,,,,ANTONIO JACOBSEN 1850-1921
13045,,11171.91,,,,,,,,,WILLIAM STANLEY HASELTINE 1855 - 1900
13046,,37239.7,,,,,,,,,AUGUSTUS SAINT-GAUDENS 1848-1907
13047,37107.3,23088.620000000003,,,,,,,,,ELIHU VEDDER 1836-1923
13048,29685.84,0.0,,,,,,,,,EDWARD C. LEAVITT 1842-1904
13049,,29791.76,,,,,,,,,MAURITZ FREDERICK HENDRICK DE HAAS 1832-1895
13050,,0.0,,,,,,,,,KENYON C. COX 1856-1919
13051,,37239.7,,,,,,,,,DANIEL HUNTINGTON 1816-1906
13052,,0.0,,,,,,,,,SOREN EMIL CARLSEN 1853-1932
13053,,17130.26,,,,,,,,,EDWIN AUSTIN ABBEY R.A. 1852-1911
13054,243275.46000000002,0.0,,,,,,,,,EDMUND TARBELL 1862-1938
13055,,37239.7,,,,,,,,,LOUIS COMFORT TIFFANY 1848-1933
13056,,20854.23,,,,,,,,,ABBOTT FULLER GRAVES 1859 - 1936
13057,0.0,28302.17,,,,,,,,,CHARLES PRENDERGAST 1863-1948
13058,159709.82,33515.73,,,,,,,,,ABBOTT FULLER GRAVES 1859-1936
13059,0.0,9682.32,,,,,,,,,FREDERICK C. FRIESEKE 1874-1939
13060,,0.0,,,,,,,,,JOHN HABERLE 1856-1933
13061,,67031.47,,,,,,,,,IRVING RAMSAY WILES 1861 - 1948
13062,,26812.59,,,,,,,,,OLAF WIEGHORST 1899 - 1988
13063,145460.61,9682.32,,,,,,,,,CARL OSCAR BORG 1879-1947
13064,343168.3,14895.88,,,,,,,,,OLAF WIEGHORST 1899-1988
13065,,26812.59,,,,,,,,,JOHN HAUSER 1858 - 1913
13066,,22343.82,,,,,,,,,GERARD CURTIS DELANO 1890-1972
13067,,22343.82,,,,,,,,,FRED MACHETANZ 1908-2002
13068,,12661.5,,,,,,,,,CARL EMIL MILLES 1875-1955
13069,,12661.5,,,,,,,,,ARMIN CARL HANSEN 1886 - 1957
13070,,26812.59,,,,,,,,,LIONEL WALDEN 1861 - 1933
13071,,8937.53,,,,,,,,,JOHN WHORF 1903-1959
13072,105087.87,26812.59,,,,,,,,,EMIL BISTTRAM 1905-1976
13073,,0.0,,,,,,,,,ERNEST BLUMENSCHEIN 1874-1960
13074,,0.0,,,,,,,,,CHARLES KILLGORE 1889-1979
13075,,74479.41,,,,,,,,,BIRGER SANDZEN 1871-1954
13076,,28302.17,,,,,,,,,LOUIS BENTON AKIN 1868-1913
13077,,0.0,,,,,,,,,KENNETH MILLER ADAMS 1897-1966
13078,116813.77,16385.47,,,,,,,,,LEON GASPARD 1882-1964
13079,,0.0,,,,,,,,,CARL VON HASSLER 1887-1969
13080,,0.0,,,,,,,,,CHAUNCEY FOSTER RYDER 1868-1949
13081,,8565.73,,,,,,,,,ROBERT DAUGHTERS B.1929
13082,,59583.53,,,,,,,,,ARTHUR GROVER RIDER 1886-1975
13083,1067205.92,0.0,,,,,,,,,E. IRVING COUSE 1866-1936
13084,,0.0,,,,,,,,,BERT GREER PHILLIPS 1868-1956
13085,,6703.15,,,,,,,,,WILLIAM LOUIS OTTE 1871-1957
13086,,13406.3,,,,,,,,,ILA MAE MCAFEE 1897-1995
13087,33396.57,18619.86,,,,,,,,,BROR JULIUS OLSSON NORDFELDT 1878-1955
13088,0.0,0.0,,,,,,,,,PETER HURD 1904-1984
13089,,0.0,,,,,,,,,W. HERBERT DUNTON 1878-1936
13090,,0.0,,,,,,,,,FRANK B. HOFFMAN 1888-1958
13091,0.0,0.0,,,,,,,,,JESSE ARMS BOTKE 1883-1971
13092,,10427.12,,,,,,,,,CHARLES PARTRIDGE ADAMS 1858-1942
13093,,5958.35,,,,,,,,,CHARLES BERNINGHAUS 20TH CENTURY
13094,,0.0,,,,,,,,,CHAUNCEY FOSTER RYDER 1868 - 1949
13095,,0.0,,,,,,,,,ERIC WATERS GIBBERD 1897-1972
13096,,0.0,,,,,,,,,LEE LUFKIN KAULA 1865 - 1957
13097,,0.0,,,,,,,,,WILFRED GABRIEL DE GLEHN 1870-1951
13098,159709.82,17875.06,,,,,,,,,HARRY ROSELAND 1867-1950
13099,,7447.94,,,,,,,,,FREDERICK STUART CHURCH 1842 - 1924
13100,,0.0,,,,,,,,,HOWARD CHANDLER CHRISTY 1873-1952
13101,32654.42,0.0,,,,,,,,,LOUIS ASTON KNIGHT 1873-1948
13102,,34260.53,,,,,,,,,DAN F. GERHARTZ B. 1965
13103,200230.98,110229.54,,,,,,,,,REGINALD MARSH 1898-1954
13104,23748.67,14524.080000000002,,,,,,,,,ABRAHAM WALKOWITZ 1880-1965
13105,22264.38,0.0,,,,,,,,,ALFRED H. MAURER 1868-1932
13106,,16385.47,,,,,,,,,GEORGE GROSZ 1893 - 1959
13107,,0.0,,,,,,,,,PHILIP REISMAN 1904-1992
13108,8905.75,0.0,,,,,,,,,EDMUND W. GREACEN 1877-1949
13109,100931.85,0.0,,,,,,,,,JOSEPH STELLA 1880-1946
13110,181380.49,20854.23,,,,,,,,,CHARLES BURCHFIELD 1893-1967
13111,,7447.94,,,,,,,,,LOREN MACIVER 1909-1998
13112,,19364.65,,,,,,,,,PHILIP GUSTON 1913-1980
13113,,32770.94,,,,,,,,,SEYMOUR ROSENTHAL 1921-2007
13114,,37239.7,,,,,,,,,GLENN O. COLEMAN 1887 - 1932
13115,,9682.32,,,,,,,,,WILLIAM GROPPER 1897-1977
13116,26717.26,5213.56,,,,,,,,,LEON KROLL 1884-1975
13117,2233043.65,33515.73,,,,,,,,,MILTON AVERY 1885-1965
13118,28201.55,29791.76,,,,,,,,,CHAIM GROSS 1904-1991
13119,,19364.65,,,,,,,,,CHAIM GROSS 1904 - 1991
13120,,5660.43,,,,,,,,,CARL WUERMER 1900-1982
13121,,2979.18,,,,,,,,,MELVILLE F. STARK 1904-1987
13122,,44687.64,,,,,,,,,JACK L. GRAY 1927-1981
13123,93139.92000000001,24578.199999999997,,,,,,,,,JOHANN BERTHELSEN 1883-1972
13124,,5213.56,,,,,,,,,GAIL SHERMAN CORBETT 1871-1952
13125,,7447.94,,,,,,,,,JOHANN BERTHELSEN 1883 - 1972
13126,,11916.71,,,,,,,,,RICHARD SCHMID B. 1934
13127,,29046.97,,,,,,,,,GUY ARTHUR WIGGINS B. 1920
13128,,2979.18,,,,,,,,,HARRY LEITH-ROSS 1886-1973
13129,,29791.76,,,,,,,,,MOSES SOYER 1899-1974
13130,29685.84,19364.65,,,,,,,,,WILL BARNET B. 1911
13131,151546.21000000002,0.0,,,,,,,,,WILLIAM ZORACH 1887-1966
13132,35623.01,14895.88,,,,,,,,,FREDERICK JUDD WAUGH 1861-1940
13133,0.0,12661.5,,,,,,,,,WERNER DREWES 1899-1965
13134,10390.04,4468.76,,,,,,,,,LEE GATCH 1902-1968
13135,,29791.76,,,,,,,,,JOHN FERREN 1905 - 1970
13136,,8937.53,,,,,,,,,CHARLES HOUGHTON HOWARD 1899-1978
13137,,3723.97,,,,,,,,,ABRAHAM WALKOWITZ 1880 - 1965
13138,,0.0,,,,,,,,,RICHARD CRIST 1909-1985
13139,37107.3,4468.76,,,,,,,,,ROBERT VICKREY B. 1926
13140,,7447.94,,,,,,,,,CARL HOLTY 1900-1973
13141,,0.0,,,,,,,,,HENRI EDMOND CROSS 1856-1910
13142,16327.21,23833.41,,,,,,,,,CAMILLE PISSARRO 1830-1903
13143,,37239.7,,,,,,,,,JEAN-BAPTISTE-ARMAND GUILLAUMIN 1841-1927
13144,345691.59,37239.7,,,,,,,,,MAXIMILIEN LUCE 1858-1941
13145,59371.68,421851.36,,,,,,,,,AUGUSTE RODIN 1840-1917
13146,11132.19,23833.41,,,,,,,,,ÉMILE-ANTOINE BOURDELLE 1861-1929
13147,51950.22,50645.990000000005,,,,,,,,,MARIE LAURENCIN 1883-1956
13148,8163.61,0.0,,,,,,,,,JULES PASCIN 1885-1930
13149,,5958.35,,,,,,,,,SUZANNE VALADON 1865-1938
13150,45270.91,105015.97,,,,,,,,,PAUL SIGNAC 1863-1935
13151,,0.0,,,,,,,,,HENRI PAILLER 1876-1954
13152,115181.06,10427.12,,,,,,,,,BLANCHE HOSCHEDÉ-MONET 1865-1947
13153,,19364.65,,,,,,,,,HIPPOLYTE PETITJEAN 1854-1929
13154,,0.0,,,,,,,,,LUCIE COUSTURIER 1870-1925
13155,0.0,0.0,,,,,,,,,ALBERT ANDRÉ 1869-1954
13156,,0.0,,,,,,,,,MAURICE DENIS 1870-1943
13157,54918.799999999996,29791.76,,,,,,,,,ÉMILE OTHON FRIESZ 1879-1949
13158,,34260.53,,,,,,,,,ANDRÉ LEVEILLÉ 1880-1963
13159,,13406.29,,,,,,,,,MAXIME MAUFRA 1861-1918
13160,97963.28,37239.71000000001,,,,,,,,,JACQUES MARTIN FERRIÈRES 1893-1972
13161,0.0,16385.47,,,,,,,,,EVERT PIETERS 1856-1932
13162,,10427.12,,,,,,,,,HENRI OTTMANN 1877-1927
13163,,16385.47,,,,,,,,,ROBERT-ANTOINE PINCHON 1886-1943
13164,94400.97,49156.41,,,,,,,,,GUSTAVE CARIOT 1872-1950
13165,61746.55,23833.41,,,,,,,,,HENRI MARTIN 1860-1943
13166,47497.34,0.0,,,,,,,,,ACHILLE LAUGÉ 1861-1944
13167,159412.96,22343.82,,,,,,,,,MOÏSE KISLING 1891-1953
13168,308435.87,70755.44,,,,,,,,,LOUIS VALTAT 1869-1952
13169,262571.25,145979.63999999998,,,,,,,,,JEAN DUFY 1888-1964
13170,621324.62,74479.41,,,,,,,,,REUVEN RUBIN 1893-1974
13171,29685.84,0.0,,,,,,,,,GEORGES MANZANA PISSARRO 1871-1961
13172,80448.63,110229.52,,,,,,,,,MAURICE DE VLAMINCK 1876-1958
13173,0.0,0.0,,,,,,,,,FERDINAND DU PUIGAUDEAU 1864-1930
13174,136703.3,10427.12,,,,,,,,,LESSER URY 1861-1931
13175,50465.93,67031.47,,,,,,,,,JEAN-GABRIEL DOMERGUE 1889-1962
13176,11132.19,10427.12,,,,,,,,,AUGUSTE HERBIN 1882-1960
13177,60855.97,17875.06,,,,,,,,,RAOUL DUFY 1877-1953
13178,5566.69,39474.09,,,,,,,,,ANDRÉ DUNOYER DE SEGONZAC 1884-1974
13179,,19364.65,,,,,,,,,JEAN DUFY 1888 - 1964
13180,,17130.260000000002,,,,,,,,,HUGÓ SCHEIBER 1873-1950
13181,102713.0,37239.7,,,,,,,,,BÉLA KÁDÁR 1877-1955
13182,,7447.94,,,,,,,,,ERICH (RICCO) WASSMER 1915-1972
13183,50465.93,26812.59,,,,,,,,,GEORGE GROSZ 1893-1959
13184,,22343.82,,,,,,,,,OSKAR KOKOSCHKA 1886-1980
13185,,0.0,,,,,,,,,ÖDÖN MÁRFFY 1878-1959
13186,,0.0,,,,,,,,,IMRE SZOBOTKA 1890-1961
13187,,10427.12,,,,,,,,,VACLAV SPALA 1885-1946
13188,174552.74,13406.29,,,,,,,,,BÉLA ADALBERT CZÓBEL 1883-1975
13189,,37239.7,,,,,,,,,FRANCO GENTILINI 1909-1981
13190,53434.509999999995,53625.17,,,,,,,,,GIACOMO MANZÙ 1908-1991
13191,,64797.090000000004,,,,,,,,,MARIO SIRONI 1885-1961
13192,1361392.6099999999,205936.14,,,,,,,,,ZORAN ANTONIO MUSIC 1909-2005
13193,,23833.41,,,,,,,,,MARINO MARINI 1901-1980
13194,115032.63,31281.35,,,,,,,,,MICHELE CASCELLA 1892-1989
13195,,0.0,,,,,,,,,EDUARDO ARRANZ-BRAVO B. 1941
13196,37107.3,8937.53,,,,,,,,,FRANCISCO BORÈS 1898-1972
13197,,11916.71,,,,,,,,,ISMAËL DE LA SERNA 1898-1968
13198,8905.75,68521.05,,,,,,,,,EMILIO GRAU SALA 1911-1975
13199,,0.0,,,,,,,,,ÉDOUARD PIGNON 1905-1993
13200,22264.38,8192.73,,,,,,,,,GEN PAUL 1895-1975
13201,133734.72,67031.47,,,,,,,,,PABLO PICASSO 1881-1973
13202,179302.46999999997,33515.73,,,,,,,,,MARC CHAGALL 1887-1985
13203,0.0,25323.0,,,,,,,,,SALVADOR DALÍ 1904-1989
13204,11132.19,16385.47,,,,,,,,,FRANCIS PICABIA 1879-1953
13205,,7447.94,,,,,,,,,VICTOR BRAUNER 1903-1966
13206,20780.09,37239.7,,,,,,,,,OSSIP ZADKINE 1890-1967
13207,152585.21,81629.43,,,,,,,,,ALEXANDER ARCHIPENKO 1887-1964
13208,108056.45999999999,48411.62,,,,,,,,,BORIS ISRAILOVICH ANISFELD 1879-1973
13209,,25323.0,,,,,,,,,LEON BAKST 1866-1924
13210,10390.04,0.0,,,,,,,,,ALEXANDRE NIKOLAEVICH BENOIS 1870-1960
13211,934064.9199999999,545040.2899999999,,,,,,,,,DAVID DAVIDOVICH BURLIUK 1882-1967
13212,,0.0,,,,,,,,,VIKTOR IVANOVICH ZARUBIN 1866-1928
13213,,8937.53,,,,,,,,,SASHA MOLDOVAN 1901-1982
13214,17811.5,26812.59,,,,,,,,,SERGEI SOUDEIKINE 1883-1946
13215,70503.87,10427.12,,,,,,,,,PIOTR ALEXANDROVITCH NILOUSS 1869-1943
13216,65308.85,37239.7,,,,,,,,,MARIA MELANIA MUTERMILCH (MELA MUTER) 1876-1967
13217,,44687.65,,,,,,,,,DAVID BURLIUK 1882-1967
13218,,199604.81,,,,,,,,,OSCAR RABINE B. 1928
13219,205574.45,76713.79000000001,,,,,,,,,ERNST NEIZVESTNY B.1926
13220,48239.49,33515.73,,,,,,,,,MIKHAIL MIKHAILOVICH CHEMIAKIN B.1943
13221,132250.42,29791.76,,,,,,,,,SIR JACOB EPSTEIN 1880-1959
13222,48239.49,99057.6,,,,,,,,,HENRY MOORE 1898-1986
13223,,33515.73,,,,,,,,,HENRY MOORE 1831-1895
13224,8905.75,17875.06,,,,,,,,,BELA DE KRISTO 1920-2006
13225,,21600.230000000003,,,,,,,,,CAMILLE HILAIRE 1916-1988
13226,17069.36,8937.53,,,,,,,,,MARCEL MOULY B. 1918
13227,29685.84,17875.06,,,,,,,,,GASTON BALANDE 1880-1970
13228,,11916.71,,,,,,,,,GABRIEL DESCHAMPS B.1919
13229,,11916.71,,,,,,,,,JULES RENÉ HERVÉ 1887-1981
13230,17811.5,16385.47,,,,,,,,,LUCIEN ADRION 1889-1953
13231,99447.56,14895.880000000001,,,,,,,,,LE PHO 1907-2001
13232,,0.0,,,,,,,,,AFTER SONIA DELAUNAY 1885-1979
13233,,17875.06,,,,,,,,,ANTOINE PONCET B. 1928
13234,158077.09999999998,0.0,,,,,,,,,CLAUDE VÉNARD 1913-1987
13235,523509.79,22343.82,,,,,,,,,BERNARD BUFFET 1928-1999
13236,22264.38,0.0,,,,,,,,,JEAN SOUVERBIE 1891-1981
13237,57145.240000000005,15640.67,,,,,,,,,NICOLA SIMBARI B. 1927
13238,,22343.82,,,,,,,,,ENZO PLAZZOTTA 1921-1981
13239,35623.01,23833.41,,,,,,,,,XAVIER BUENO B. 1915
13240,227393.52000000002,13406.29,,,,,,,,,JEAN JANSEM B. 1920
13241,553047.1799999999,88779.45,,,,,,,,,JEAN-PIERRE CASSIGNEUL B. 1935
13242,,37239.7,,,,,,,,,DIEGO RIVERA 1886-1957
13243,,10427.12,,,,,,,,,GUSTAVO LANGENBERG 1859-1955
13244,,0.0,,,,,,,,,CHARLOTTE YAZBEK B. 1919
13245,5937.17,14151.09,,,,,,,,,GUSTAVO MONTOYA (B. 1905)
13246,,8937.53,,,,,,,,,DANIEL GARCÍA B. 1958
13247,,10427.12,,,,,,,,,MANABU MABE 1924-1997
13248,,5958.35,,,,,,,,,GUILLERMO CONTE B. 1956
13249,,6703.15,,,,,,,,,"ATTRIBUTED TO GIOVANNI MANNOZZI, CALLED DA SAN GIOVANNI VALDARNO 1592..."
13250,,0.0,,,,,,,,,EMILIAN SCHOOL 17TH CENTURY
13251,,0.0,,,,,,,,,CARLO BONONI FERRARA 1569 - 1632
13252,,16385.47,,,,,,,,,"BENVENUTO TISI, CALLED IL GAROFALO FERRARA 1481 - 1559"
13253,,9682.32,,,,,,,,,ATTRIBUTED TO BARTOLOMEO BISCAINO GENOVA 1632 - 1657
13254,,10427.12,,,,,,,,,ATTRIBUTED TO GIOVANNI MARTINO SPANZOTTI 1455 OR 1456-1526/28
13255,0.0,10427.12,,,,,,,,,MASTER OF COLA DELLA CASSE ACTIVE IN FOLIGNO MID 15TH CENTURY
13256,,48411.61,,,,,,,,,TADDEO DI BARTOLO SIENA 1362/3 (?) - AFTER 28 AUGUST 1422
13257,,63307.5,,,,,,,,,DOMENICO PULIGO FLORENCE 1492 - 1527
13258,11132.19,19364.65,,,,,,,,,ITALIAN SCHOOL 18TH CENTURY
13259,,0.0,,,,,,,,,LIVIO MEHUS OUDENAARDE CIRCA 1630 - 1691 FLORENCE
13260,,19364.65,,,,,,,,,LORENZO PASINELLI BOLOGNA 1629 - 1700
13261,,13406.29,,,,,,,,,NEAPOLITAN SCHOOL END OF THE 17TH CENTURY
13262,,0.0,,,,,,,,,ATTRIBUTED TO FRANCESCO DE MURA NAPLES 1696 - 1782
13263,17811.5,12661.5,,,,,,,,,NEAPOLITAN SCHOOL 17TH CENTURY
13264,,0.0,,,,,,,,,CIRCLE OF SOFONISBA ANGUISSOLA
13265,,0.0,,,,,,,,,MANNER OF FRANCESCO FURINI
13266,,28302.17,,,,,,,,,ITALIAN SCHOOL 19TH CENTURY
13267,,14895.88,,,,,,,,,"AFTER RAFFAELLO SANZIO, CALLED RAPHAEL"
13268,,4468.76,,,,,,,,,ATTRIBUTED TO DOMENICO PIOLA GENOA 1627 - 1703
13269,,0.0,,,,,,,,,CIRCLE OF GASPARE TRAVERSI
13270,14842.92,59583.53,,,,,,,,,ITALIAN SCHOOL 17TH CENTURY
13271,,0.0,,,,,,,,,CIRCLE OF FRANCESCO TREVISANI
13272,,26812.59,,,,,,,,,ATTRIBUTED TO FRANCESCO ALBOTTO VENICE 1721-1757
13273,,29791.76,,,,,,,,,THE MAESTRO DEI RIFLESSI ACTIVE IN VENICE DURING THE SECOND HALF OF THE...
13274,,4468.76,,,,,,,,,CIRCLE OF PIETRO LONGHI
13275,,5958.35,,,,,,,,,FOLLOWER OF GIOVANNI PAOLO PANINI
13276,,5958.35,,,,,,,,,ROMAN SCHOOL 18TH CENTURY
13277,,0.0,,,,,,,,,SÉBASTIAN DE LLANOS Y VALDES SEVILLE DIED CIRCA 1668
